eventType,location,startTime,homeTeam,visitingTeam,endTime,description,googleEventId
Practice,Hillcrest Park SW diamond,05/22/2025 18:15:00,VCB 18U AAA White,,05/22/2025 20:00:00,Practice,8o1j8s16l9okq5gk8b27odg4f8
Game,Hillcrest Park SW diamond,05/23/2025 18:00:00,VCB 18U Giants,VCB 18U Yankees,05/23/2025 20:00:00,,gsgg51vnk8vvkti9an11j01bmg
Game,Hillcrest Park SW diamond,05/24/2025 12:00:00,VCB 18U Mariners,VCB 18U A's,05/24/2025 14:00:00,,7vf1a3h5p58ca8h9o261pmq80s
Game,Hillcrest Park SW diamond,05/24/2025 15:00:00,VCB 18U Reds,VCB 18U Rangers,05/24/2025 17:00:00,,9lcvceq1srff578n0kitiueknc
Game,Hillcrest Park SW diamond,05/24/2025 18:00:00,VCB 18U Marlins,VCB 18U Pirates,05/24/2025 20:00:00,,hs8cbu6hrf2dcp6u70pbrqihbs
Game,Hillcrest Park SW diamond,05/25/2025 12:00:00,VCB 18U Yankees,VCB 18U Dodgers,05/25/2025 14:00:00,,5jql2verm62com2kdjcumi9qjk
Game,Hillcrest Park SW diamond,05/25/2025 15:00:00,VCB 18U Giants,VCB 18U Mariners,05/25/2025 17:00:00,,kfc0co9s8pfh41pdq8kamoki20
Game,Hillcrest Park SW diamond,05/25/2025 18:00:00,VCB 18U Pirates,VCB 18U Reds,05/25/2025 20:00:00,,khi3dks62uvg1gkssdh0grdq80
Game,Hillcrest Park SW diamond,05/26/2025 18:00:00,VCB 18U Diamondbacks,VCB 18U Yankees,05/26/2025 20:00:00,,vr3r35hsvr1j14g0davv7mg3es
Practice,Hillcrest Park SW diamond,05/27/2025 16:15:00,VCB 18U AAA White,,05/27/2025 18:00:00,Practice,4jpn4d7daogjsdamhfqlp1tc4c
Practice,Hillcrest Park SW diamond,05/27/2025 18:45:00,VCB 18U AAA Blue,,05/27/2025 20:45:00,Practice,4u1747mhr0dhq6upi3ggicdk0g
Game,Hillcrest Park SW diamond,05/28/2025 18:00:00,VCB 18U A's,VCB 18U Dodgers,05/28/2025 20:00:00,,0hj0767h3jjmk1nicd68ih1s88
Practice,Hillcrest Park SW diamond,05/29/2025 16:45:00,VCB 18U AAA Blue,,05/29/2025 18:45:00,Practice,q9v9t3lkbo38gb3gnjes7miqr8
Practice,Hillcrest Park SW diamond,05/29/2025 18:15:00,VCB 18U AAA White,,05/29/2025 20:00:00,Practice,5l6mfue7931mh5qq1nini3ed8o
Game,Hillcrest Park SW diamond,05/30/2025 18:00:00,VCB 18U Rangers,VCB 18U Yankees,05/30/2025 20:00:00,,r9pqjmaqnp6ep4bnmivlhmfs3s
Game,Hillcrest Park SW diamond,05/31/2025 12:00:00,VCB 18U Reds,VCB 18U Pirates,05/31/2025 14:00:00,,6fd6slrqrardo9fecplf5epvhc
Game,Hillcrest Park SW diamond,05/31/2025 15:00:00,VCB 18U Mariners,VCB 18U Diamondbacks,05/31/2025 17:00:00,,27k4t5221vb9bei9jsetfoiqm4
Game,Hillcrest Park SW diamond,05/31/2025 18:00:00,VCB 18U Yankees,VCB 18U A's,05/31/2025 20:00:00,,4ev28gbfrn0o4krenqts783kgo
Game,Hillcrest Park SW diamond,06/01/2025 10:00:00,VCB 18U AAA White,COMBA,06/01/2025 12:00:00,,vdj0jhgluu7e5junoqdrfk2198
Game,Hillcrest Park SW diamond,06/01/2025 12:30:00,VCB 18U AAA White,COMBA,06/01/2025 14:30:00,,5986auk050vc1fh4moibadh79s
Game,Hillcrest Park SW diamond,06/01/2025 15:00:00,VCB 18U Yankees,VCB 18U Giants,06/01/2025 17:00:00,,v2dcdc95aibepebe6chn6fkh8c
Game,Hillcrest Park SW diamond,06/01/2025 18:00:00,VCB 18U Marlins,VCB 18U Reds,06/01/2025 20:00:00,,58226htil8e3fi0vrtrnm1q9ns
Game,Hillcrest Park SW diamond,06/02/2025 18:00:00,VCB 18U Diamondbacks,VCB 18U Rangers,06/02/2025 20:00:00,,dm4m70slra9ct1tq9e9gcglacc
Practice,Hillcrest Park SW diamond,06/03/2025 16:15:00,VCB 18U AAA White,,06/03/2025 18:00:00,Practice,8t4tfqu4v7d84v2ihlfgtshv44
Practice,Hillcrest Park SW diamond,06/03/2025 18:45:00,VCB 18U AAA Blue,,06/03/2025 20:45:00,Practice,3ikf05ufpvq5hooeu3nrd7iuv0
Game,Hillcrest Park SW diamond,06/04/2025 18:00:00,VCB 18U Mariners,VCB 18U Rangers,06/04/2025 20:00:00,,ea73therng8ksjeskkl7en7b6c
Practice,Hillcrest Park SW diamond,06/05/2025 16:45:00,VCB 18U AAA Blue,,06/05/2025 18:45:00,Practice,j5pr71bfgjfc6v8971petli1k8
Practice,Hillcrest Park SW diamond,06/05/2025 18:15:00,VCB 18U AAA White,,06/05/2025 20:00:00,Practice,hibsj5oh1gkbk38sbatkb54abo
Game,Hillcrest Park SW diamond,06/06/2025 18:00:00,VCB 18U Pirates,VCB 18U Marlins,06/06/2025 20:00:00,,vk6r86pm4f2p8agtf4eq92mtb0
Game,Hillcrest Park SW diamond,06/07/2025 12:30:00,VCB 18U AAA White,VCB 18U AAA Blue,06/07/2025 14:30:00,,65qtdgmcs1p2h077pjqft0t5es
Game,Hillcrest Park SW diamond,06/07/2025 15:00:00,VCB 18U AAA White,VCB 18U AAA Blue,06/07/2025 17:00:00,,o21nfune92hv5brai39l73asns
Game,Hillcrest Park SW diamond,06/07/2025 18:00:00,VCB 18U Diamondbacks,VCB 18U Pirates,06/07/2025 20:00:00,,5rgfj9pct5ug60fj3b03h8ughc
Game,Hillcrest Park SW diamond,06/08/2025 09:00:00,VCB 18U Reds,VCB 18U Mariners,06/08/2025 11:00:00,,1ms2e3b8oru9f3iulbh68e9dvg
Game,Hillcrest Park SW diamond,06/08/2025 12:30:00,VCB 18U AAA White,Chilliwack,06/08/2025 14:30:00,,ij08randev5shgjl6kk7fm14as
Game,Hillcrest Park SW diamond,06/08/2025 15:00:00,VCB 18U AAA White,Chilliwack,06/08/2025 17:00:00,,thobu5d8atigunu77sdhuh93ns
Game,Hillcrest Park SW diamond,06/08/2025 18:00:00,VCB 18U Dodgers,VCB 18U Diamondbacks,06/08/2025 20:00:00,,ml7o8k4hfurf9l6f582db0hvfk
Game,Hillcrest Park SW diamond,06/09/2025 18:00:00,VCB 18U Mariners,VCB 18U Yankees,06/09/2025 20:00:00,,svc08t0oual1bhe6vmue368k14
Practice,Hillcrest Park SW diamond,06/10/2025 16:15:00,VCB 18U AAA White,,06/10/2025 18:00:00,Practice,rj65qlmsgneabhc7a8s6p20e98
Practice,Hillcrest Park SW diamond,06/10/2025 18:45:00,VCB 18U AAA Blue,,06/10/2025 20:45:00,Practice,25lfcu91dgp7iuhr6o0kq1ljlk
Game,Hillcrest Park SW diamond,06/11/2025 18:00:00,VCB 18U Giants,VCB 18U Rangers,06/11/2025 20:00:00,,a6un2kmkshi4hkqgntam8sl9ko
Practice,Hillcrest Park SW diamond,06/12/2025 16:45:00,VCB 18U AAA Blue,,06/12/2025 18:45:00,Practice,br88petfqqs7363i9u60hs385g
Practice,Hillcrest Park SW diamond,06/12/2025 18:15:00,VCB 18U AAA White,,06/12/2025 20:00:00,Practice,mrvce07i7gbjmpvqb1gukvvk94
Game,Hillcrest Park SW diamond,06/13/2025 18:00:00,VCB 18U Rangers,VCB 18U Reds,06/13/2025 20:00:00,,i1h67iqtcnab5e08abkhdg223g
Game,Hillcrest Park SW diamond,06/14/2025 12:30:00,VCB 18U AAA Blue,Richmond,06/14/2025 14:30:00,,lclohqsm4mg7vqlb708vc5d598
Game,Hillcrest Park SW diamond,06/14/2025 15:00:00,VCB 18U AAA Blue,Richmond,06/14/2025 17:00:00,,u56jpcnpo75prqe9ke7fp84180
Game,Hillcrest Park SW diamond,06/14/2025 18:00:00,VCB 18U A's,VCB 18U Dodgers,06/14/2025 20:00:00,,qmpu9cicni9gf2ie1mvq9nl1q0
Game,Hillcrest Park SW diamond,06/15/2025 12:00:00,VCB 18U Marlins,VCB 18U Rangers,06/15/2025 14:00:00,,ckdoh4mfk3gk6832f3g39uf810
Game,Hillcrest Park SW diamond,06/15/2025 15:00:00,VCB 18U Reds,VCB 18U Diamondbacks,06/15/2025 17:00:00,,ll7a26583o5ebfuvusec1v3nds
Game,Hillcrest Park SW diamond,06/15/2025 18:00:00,VCB 18U Pirates,VCB 18U Yankees,06/15/2025 20:00:00,,flictvhuh46hebjhucvq10nbo8
Practice,Hillcrest Park SW diamond,06/17/2025 16:15:00,VCB 18U AAA White,,06/17/2025 18:00:00,Practice,peqrd504cr43msuokjas1njv60
Practice,Hillcrest Park SW diamond,06/17/2025 18:45:00,VCB 18U AAA Blue,,06/17/2025 20:45:00,Practice,lgkncpaqk017juqrkvb55892bc
Practice,Hillcrest Park SW diamond,06/19/2025 16:45:00,VCB 18U AAA Blue,,06/19/2025 18:45:00,Practice,dl1m4f51uca1gom0jht4736rjs
Practice,Hillcrest Park SW diamond,06/19/2025 18:15:00,VCB 18U AAA White,,06/19/2025 20:00:00,Practice,beke1kp88aa8hjt3pcp4uhl14s
Game,Hillcrest Park SW diamond,06/21/2025 15:00:00,VCB 18U AAA White,Kamloops,06/21/2025 17:00:00,,dq6vqcqsjmrie02qhdn7g7sblo
Game,Hillcrest Park SW diamond,06/21/2025 17:30:00,VCB 18U AAA White,Kamloops,06/21/2025 19:30:00,,onpuc39rovbntfei8jsf9lpgn0
Practice,Hillcrest Park SW diamond,06/24/2025 16:15:00,VCB 18U AAA White,,06/24/2025 18:00:00,Practice,plf9ht91nf74jdblg01tg00k7o
Practice,Hillcrest Park SW diamond,06/24/2025 18:45:00,VCB 18U AAA Blue,,06/24/2025 20:45:00,Practice,okt9dcogqk3i0ev17c95oo1hjg
Practice,Hillcrest Park SW diamond,06/26/2025 16:45:00,VCB 18U AAA Blue,,06/26/2025 18:45:00,Practice,ai3kcragnn189pf33sf41en1pg
Practice,Hillcrest Park SW diamond,06/26/2025 18:15:00,VCB 18U AAA White,,06/26/2025 20:00:00,Practice,9rv927nk9ejog15pv2gmfbmgjs
Practice,Hillcrest Park SW diamond,07/01/2025 16:15:00,VCB 18U AAA White,,07/01/2025 18:00:00,Practice,2chjrj45hn16v88kvpd42gl67k
Practice,Hillcrest Park SW diamond,07/01/2025 18:45:00,VCB 18U AAA Blue,,07/01/2025 20:45:00,Practice,f3tsilqnvn4ssblrb5dbmcmjjc
Practice,Hillcrest Park SW diamond,07/03/2025 16:45:00,VCB 18U AAA Blue,,07/03/2025 18:45:00,Practice,pqmc9uhboq6bcpls07ce47j67s
Practice,Hillcrest Park SW diamond,07/03/2025 18:15:00,VCB 18U AAA White,,07/03/2025 20:00:00,Practice,orert3l2u41cvc6fcmkro0ft0c
Game,Hillcrest Park SW diamond,07/05/2025 10:00:00,VCB 18U AAA White,Cowichan Valley,07/05/2025 12:00:00,,rb47vdq4noa63al3lkneod2e78
Game,Hillcrest Park SW diamond,07/05/2025 12:30:00,VCB 18U AAA White,Cowichan Valley,07/05/2025 14:30:00,,9jntrcocv2dd9c4rhgv6gohbj4
Game,Hillcrest Park SW diamond,07/05/2025 15:30:00,VCB 18U AAA Blue,North Island,07/05/2025 17:30:00,,9koba77jphleejqi231mr6hcic
Game,Hillcrest Park SW diamond,07/05/2025 18:00:00,VCB 18U AAA Blue,North Island,07/05/2025 20:00:00,,a00454kj7age7uab2hj7jk9jr4
Game,Hillcrest Park SW diamond,07/06/2025 10:00:00,VCB 18U AAA White,North Island,07/06/2025 12:00:00,,okicabeqlinoelbq3kfdkrieo8
Game,Hillcrest Park SW diamond,07/06/2025 12:30:00,VCB 18U AAA White,North Island,07/06/2025 14:30:00,,c6u7j1g768solq7dcba2qfrtvo
Practice,Hillcrest Park SW diamond,07/08/2025 16:15:00,VCB 18U AAA White,,07/08/2025 18:00:00,Practice,3qtanuhsevedhae4trd56j8870
Practice,Hillcrest Park SW diamond,07/08/2025 18:45:00,VCB 18U AAA Blue,,07/08/2025 20:45:00,Practice,nu3rsq6rqb7jcutqubuntauang
Practice,Hillcrest Park SW diamond,07/10/2025 16:45:00,VCB 18U AAA Blue,,07/10/2025 18:45:00,Practice,3td2al3b919gb62n5ktvbd8shs
Practice,Hillcrest Park SW diamond,07/10/2025 18:15:00,VCB 18U AAA White,,07/10/2025 20:00:00,Practice,abcm498gg0q0cf0p3k5t7qnbu0
Game,Hillcrest Park SW diamond,07/12/2025 09:00:00,VCB 18U AAA White,Richmond,07/12/2025 11:00:00,,brtj0lc5m3fq7fd23hn6c7qiog
Game,Hillcrest Park SW diamond,07/12/2025 11:30:00,VCB 18U AAA White,Richmond,07/12/2025 13:30:00,,n1manqo2dbqa315ipsnrmum2f0
Game,Hillcrest Park SW diamond,07/12/2025 15:00:00,VCB 18U AAA Blue,Penticton Tigers,07/12/2025 17:00:00,,8csulefvf27g0crqdfjbg16pfc
Game,Hillcrest Park SW diamond,07/12/2025 17:30:00,VCB 18U AAA Blue,Penticton Tigers,07/12/2025 19:30:00,,qp4ge1dfk3dovern5gr4hkuk8o
Game,Hillcrest Park SW diamond,07/13/2025 10:00:00,VCB 18U AAA White,Penticton Tigers,07/13/2025 12:00:00,,k29gnpa5t01jgl0b404irmiang
Game,Hillcrest Park SW diamond,07/13/2025 12:30:00,VCB 18U AAA White,Penticton Tigers,07/13/2025 14:30:00,,s8nr0asp88l4jj42nr6h40nf58
Practice,Hillcrest Park SW diamond,07/15/2025 16:15:00,VCB 18U AAA White,,07/15/2025 18:00:00,Practice,9vnacbt2kb705pg1uskii7ta1o
Game,Hillcrest Park SW diamond,07/15/2025 18:00:00,VCB 18U AAA White,North Delta,07/15/2025 20:00:00,,7l8ic78g1la1491csbqcse9cd0
Practice,Hillcrest Park SW diamond,07/15/2025 18:45:00,VCB 18U AAA Blue,,07/15/2025 20:45:00,Practice,fq32elrls55u2r4fl8dsc8dpjg
Practice,Hillcrest Park SW diamond,07/17/2025 16:45:00,VCB 18U AAA Blue,,07/17/2025 18:45:00,Practice,e1q81thlh9ucuq84liqnh3aoo0
Practice,Hillcrest Park SW diamond,07/17/2025 18:15:00,VCB 18U AAA White,,07/17/2025 20:00:00,Practice,v2ljcrlk7kp9ofsjo9vj5vni5c
Game,Hillcrest Park SW diamond,07/19/2025 12:30:00,VCB 18U AAA Blue,Tri-Cities,07/19/2025 14:30:00,,jggqc1sk2g50kj7peqivsvedfo
Game,Hillcrest Park SW diamond,07/19/2025 15:00:00,VCB 18U AAA Blue,Tri-Cities,07/19/2025 17:00:00,,d08mooeqlpd76n47a7m6g4lhs8
Practice,Hillcrest Park SW diamond,07/22/2025 16:15:00,VCB 18U AAA White,,07/22/2025 18:00:00,Practice,7jc3v01g13njs9rk8166rqg2qc
Practice,Hillcrest Park SW diamond,07/22/2025 18:45:00,VCB 18U AAA Blue,,07/22/2025 20:45:00,Practice,ik81ejbu3iu5ce13dpl6ls4ag4
Practice,Nanaimo Park N diamond,03/30/2025 16:00:00,VCB 13U AA,,03/30/2025 18:00:10,Practice,8ru58u8ubav12tgq1e9hl1bsfc
Game,Nanaimo Park N diamond,04/05/2025 12:00:00,VCB 13U AA,Richmond,04/05/2025 14:00:00,,409fgoqek3dhb88hcjc5m77eb4
Game,Nanaimo Park N diamond,04/12/2025 12:00:00,VCB 13U AA,Tsawwassen,04/12/2025 14:00:00,,46j2c67dj025mi4l7uidu51h5o
Game,Nanaimo Park N diamond,04/19/2025 12:00:00,VCB 13U AA,North Delta,04/19/2025 14:00:00,,ho201qnpdqmiuhlpg17nsfk1dk
Game,Nanaimo Park N diamond,04/26/2025 12:00:00,VCB 13U AA,White Rock Teal,04/26/2025 14:00:00,,lhco01063rsoq8pb0onmkn9t9g
Game,Nanaimo Park N diamond,05/24/2025 12:00:00,VCB 13U AA,White Rock Black,05/24/2025 14:00:00,,aklnff0f5936nd0ascr4pbn22o
Game,Nanaimo Park N diamond,05/24/2025 15:00:00,White Rock Black,VCB 13U AA,05/24/2025 17:00:00,,e5al9ed3srqle00tt0r39shd9g
Game,Nanaimo Park N diamond,05/31/2025 12:00:00,VCB 13U AA,Howe Sound,05/31/2025 14:00:00,,ubkaukbg70e7rflsomf1h0o4f0
Game,Nanaimo Park N diamond,05/31/2025 15:00:00,Howe Sound,VCB 13U AA,05/31/2025 17:00:00,,jsa1qbvotn6l8t81ikrbint43k
Game,Nanaimo Park N diamond,06/07/2025 12:00:00,VCB 13U AA,Ladner,06/07/2025 14:00:00,,92g9im6mk1iaokpfsesjtftp00
Practice,Nanaimo Park SE diamond,03/25/2025 17:00:00,VCB Expos 15U AA Blue,,03/25/2025 18:40:10,Field Practice w/15U AAA,c5t4f5rd97sqe243kd1g7na8f4
Practice,Nanaimo Park SE diamond,03/30/2025 14:00:00,VCB 18U Dodgers,,03/30/2025 16:00:00,Practice Game,h79hnmgj9c43glo91sni0f22ss
Practice,Nanaimo Park SE diamond,03/30/2025 14:00:00,VCB 18U Diamondbacks,,03/30/2025 16:30:00,Practice/Ex Game vs Dodgers,vd0oa8amh0rehvc7o63j7k4edo
Practice,Nanaimo Park SE diamond,04/05/2025 11:30:00,VCB 18U Dodgers,,04/05/2025 13:00:00,VCB 18U AA Dodgers fielding practice,22j7ejud966j3jaqgku0te4po8
Practice,Nanaimo Park SE diamond,04/05/2025 11:30:00,VCB 18U Pirates,,04/05/2025 14:00:00,VCB 18U AA Pirates fielding practice,e9k8bav2eeqcsb0v0bdm7nnnuk
Practice,Nanaimo Park SE diamond,04/05/2025 11:30:00,VCB 18U Marlins,,04/05/2025 14:00:00,VCB 18U AA Marlins fielding practice,tc8igugir33r6fvm27vg8t6kfk
Practice,Nanaimo Park SE diamond,04/05/2025 11:30:00,VCB 18U A's,,04/05/2025 14:00:00,VCB 18U AA A's fielding practice,rigifqc084ol0t75k85197a5ak
Practice,Nanaimo Park SE diamond,04/05/2025 14:30:00,VCB 18U Diamondbacks,,04/05/2025 16:30:00,VCB 18U AA Diamondbacks fielding practice,bfm24audd6cj7fvhsmkah077hk
Practice,Nanaimo Park SE diamond,04/05/2025 14:30:00,VCB 18U Yankees,,04/05/2025 17:00:00,VCB 18U AA Yankees fielding practice,nu66vjluau7sngn5jq9cj073bo
Practice,Nanaimo Park SE diamond,04/05/2025 14:30:00,VCB 18U Mariners,,04/05/2025 17:00:00,VCB 18U AA Mariners fielding practice,8fvbnttpd5l5512k3hhvqkstcs
Game,Nanaimo Park SE diamond,04/06/2025 11:30:00,VCB 18U Diamondbacks,VCB 18U Mariners,04/06/2025 13:30:00,,u0bnnd9nog1rc8gn7kesvlerc0
Game,Nanaimo Park SE diamond,04/06/2025 14:30:00,VCB 18U Reds,VCB 18U A's,04/06/2025 16:30:00,,619p728lguptjgifcn93777u4o
Game,Nanaimo Park SE diamond,04/06/2025 17:30:00,VCB 15U Rockies,VCB 15U Yankees,04/06/2025 19:30:00,,rsm44b60lqfcqpedgbtf2lslck
Game,Nanaimo Park SE diamond,04/12/2025 11:30:00,VCB 18U Dodgers,VCB 18U Rangers,04/12/2025 13:30:00,,3qnamceism0v9c4m3d3taija88
Game,Nanaimo Park SE diamond,04/12/2025 14:30:00,VCB 18U Pirates,VCB 18U A's,04/12/2025 16:30:00,,brl2a3niarlikrv251r2v8njvg
Game,Nanaimo Park SE diamond,04/12/2025 17:30:00,VCB 18U Mariners,VCB 18U Giants,04/12/2025 19:30:00,,vnnggce29bhnnbfod85t91qtco
Game,Nanaimo Park SE diamond,04/13/2025 11:30:00,VCB 18U Rangers,VCB 18U Dodgers,04/13/2025 13:30:00,,hq921dha271m626d89uqqnikds
Game,Nanaimo Park SE diamond,04/13/2025 14:30:00,VCB 18U Yankees,VCB 18U Diamondbacks,04/13/2025 16:30:00,,faf972pgrndmcodcjjbt5g6v6k
Game,Nanaimo Park SE diamond,04/13/2025 17:30:00,VCB 18U Mariners,VCB 18U Reds,04/13/2025 19:30:00,,nca4aanhjaq0u5t1kho2jvgl90
Game,Nanaimo Park SE diamond,04/19/2025 11:30:00,VCB 15U Dodgers,VCB 15U A's,04/19/2025 13:30:00,,lre6k2qbbk14us04vk2m9k7aa4
Game,Nanaimo Park SE diamond,04/19/2025 14:30:00,VCB 18U Reds,VCB 18U Yankees,04/19/2025 16:30:00,,o6c5ntpcav4dpk9dhrm6ub4o2g
Game,Nanaimo Park SE diamond,04/20/2025 11:30:00,VCB 15U A's,VCB 15U Rockies,04/20/2025 13:30:00,,und382p7q83elrhejb7o6tkm2g
Game,Nanaimo Park SE diamond,04/20/2025 14:30:00,VCB 15U Mariners,VCB 15U Expos,04/20/2025 16:30:00,,s61j7ekc5gn1g1koodd4jlc1sk
Game,Nanaimo Park SE diamond,04/20/2025 17:30:00,VCB 15U Dodgers,VCB 15U Blue Jays,04/20/2025 19:30:00,,d62870i176cvuh2gdrk0g733us
Game,Nanaimo Park SE diamond,04/26/2025 11:30:00,VCB 18U Giants,VCB 18U Marlins,04/26/2025 13:30:00,,2lu3int8sjmounmk0u33rtvtd0
Game,Nanaimo Park SE diamond,04/26/2025 14:30:00,VCB 16U Red Sox-Girls,VCB 15U Expos,04/26/2025 16:30:00,,d0naqg0mu0nspgc1d1cu7uguos
Game,Nanaimo Park SE diamond,04/26/2025 17:30:00,VCB 15U A's,VCB 15U Blue Jays,04/26/2025 19:30:00,,s899gt32r0qkejdl05oeii381g
Game,Nanaimo Park SE diamond,04/27/2025 11:30:00,VCB 15U Mariners,VCB 15U Red Sox,04/27/2025 13:30:00,,ev4blh77a34vp4rdq1t5cs32cs
Game,Nanaimo Park SE diamond,04/27/2025 14:30:00,VCB 18U Yankees,VCB 18U Rangers,04/27/2025 16:30:00,,7m1v24rqfv3dellth9dks1l51g
Game,Nanaimo Park SE diamond,04/27/2025 17:30:00,VCB 18U Pirates,VCB 18U Mariners,04/27/2025 19:30:00,,c40b6k7ldr69uq3iku7aljhv5s
Game,Nanaimo Park SE diamond,05/03/2025 12:00:00,VCB 18U Rangers,VCB 18U Reds,05/03/2025 14:00:00,,cq85rim05aq546ams9h6jm56mk
Game,Nanaimo Park SE diamond,05/03/2025 15:00:00,VCB 15U Red Sox,VCB 15U Dodgers,05/03/2025 17:00:00,,ruaj0kllmmbtqac0l4195d6g68
Game,Nanaimo Park SE diamond,05/04/2025 12:00:00,VCB 16U Red Sox-Girls,VCB 16U White Sox,05/04/2025 14:00:00,,b8n02fv9dfvr487abhn0j4rujc
Game,Nanaimo Park SE diamond,05/10/2025 12:00:00,VCB 18U A's,VCB 18U Mariners,05/10/2025 14:00:00,,lah2ju08mmsustcubcp0fbhsfo
Game,Nanaimo Park SE diamond,05/10/2025 15:00:00,VCB 18U Marlins,VCB 18U Yankees,05/10/2025 17:00:00,,qkut0rbj6ebtmdqkd40m2udark
Game,Nanaimo Park SE diamond,05/11/2025 12:00:00,VCB 15U Yankees,VCB 15U Rockies,05/11/2025 14:00:00,,j53v0d8ciddhlvk8o4ihcs73jg
Game,Nanaimo Park SE diamond,05/11/2025 15:00:00,VCB 18U Diamondbacks,VCB 18U Dodgers,05/11/2025 17:00:00,,4i2r89000h6hflv1nn6tfrou30
Game,Nanaimo Park SE diamond,05/24/2025 09:00:00,VCB 15U Red Sox,VCB 16U White Sox,05/24/2025 11:00:00,,ok8ic4c48h0qqg1bkt5ps2n9kg
Game,Nanaimo Park SE diamond,05/24/2025 12:00:00,VCB 15U Yankees,VCB 15U Dodgers,05/24/2025 14:00:00,,s6igm7apvjerpui67ht1sta8sc
Game,Nanaimo Park SE diamond,05/24/2025 15:00:00,VCB 15U Expos,VCB 15U Mariners,05/24/2025 17:00:00,,cajmoul641r9s00v61b5amoqls
Game,Nanaimo Park SE diamond,05/25/2025 09:00:00,VCB 16U White Sox,VCB 16U Red Sox-Girls,05/25/2025 11:00:00,,u4opub1jjj1mvcbjhuuhekvp6o
Game,Nanaimo Park SE diamond,05/25/2025 12:00:00,VCB 15U Yankees,VCB 15U Blue Jays,05/25/2025 14:00:00,,eu3njsv6e3hjoj8hbaull6nm60
Game,Nanaimo Park SE diamond,05/25/2025 15:00:00,VCB 15U A's,VCB 15U Mariners,05/25/2025 17:00:00,,7k1qec8ejegi1i93j3nu7qu6kk
Game,Nanaimo Park SE diamond,05/31/2025 12:00:00,VCB 15U Expos,VCB 15U Blue Jays,05/31/2025 14:00:00,,a3854hhhd9a83i38oiur6p3ai4
Game,Nanaimo Park SE diamond,05/31/2025 15:00:00,VCB 18U Marlins,VCB 18U Dodgers,05/31/2025 17:00:00,,cgo7p219hhedt9eia53u75nd4k
Game,Nanaimo Park SE diamond,06/01/2025 12:00:00,VCB 15U Blue Jays,VCB 15U Yankees,06/01/2025 14:00:00,,clv9568rh2tlbs3ng76mkcu3ek
Game,Nanaimo Park SE diamond,06/01/2025 15:00:00,VCB 18U Mariners,VCB 18U Pirates,06/01/2025 17:00:00,,0bvd2nvmu0pug5jhcfn5fip0r0
Game,Nanaimo Park SE diamond,06/07/2025 12:00:00,VCB 18U A's,VCB 18U Giants,06/07/2025 14:00:00,,igl6hhn7bfgqiarv82q5obq7qc
Game,Nanaimo Park SE diamond,06/07/2025 15:00:00,VCB 18U Yankees,VCB 18U Dodgers,06/07/2025 17:00:00,,o93fcn885v40ltbssd9ptl2hi0
Game,Nanaimo Park SE diamond,06/08/2025 09:00:00,VCB 16U Red Sox-Girls,VCB 16U White Sox,06/08/2025 11:00:00,,690acuftj69ql7jdco6ncdeo6s
Game,Nanaimo Park SE diamond,06/08/2025 12:00:00,VCB 15U Dodgers,VCB 15U Mariners,06/08/2025 14:00:00,,3ndsqh40e6gt36s87bdprou7e8
Game,Nanaimo Park SE diamond,06/14/2025 15:00:00,VCB 18U Diamondbacks,VCB 18U Marlins,06/14/2025 17:00:00,,lbb41rv5mfqlprnbtf0nm8r1bk
Practice,Trafalgar Park,03/31/2025 16:00:00,VCB 18U Giants,,03/31/2025 19:00:00,VCB 18U AA Giants fielding practice,rjldp2306g2c1jc14nfhi75604
Practice,Trafalgar Park,03/31/2025 17:00:00,VCB 18U Rangers,,03/31/2025 18:45:00,VCB 18U AA Rangers practice,kcb11po8ss90jd7bgk2b6ki678
Practice,Trafalgar Park,03/31/2025 18:30:00,VCB 18U Reds,,03/31/2025 21:00:00,VCB 18U AA Reds fielding practice,jqlr8gbgjhopif4s54qogorr14
Practice,Trafalgar Park,03/31/2025 18:30:00,VCB 18U A's,,03/31/2025 21:00:00,VCB 18U AA A's fielding practice,n2pbhl28u036l46adv5jv3t8s4
Practice,Trafalgar Park,04/14/2025 16:00:00,VCB 18U Giants,,04/14/2025 19:00:00,VCB 18U AA Giants fielding practice,hc7nurj7g1hnh1d1pp760pqnec
Practice,Trafalgar Park,04/14/2025 17:00:00,VCB 18U Rangers,,04/14/2025 18:45:00,VCB 18U AA Rangers practice,cugqpulo5herqn5gurmd5korf8
Practice,Trafalgar Park,04/14/2025 18:30:00,VCB 18U Reds,,04/14/2025 21:00:00,VCB 18U AA Reds fielding practice,hstm9gks4uhebsasukasn99u6s
Practice,Trafalgar Park,04/14/2025 18:30:00,VCB 18U A's,,04/14/2025 21:00:00,VCB 18U AA A's fielding practice,4oiq090s3hc4v2iqlmpd6fv25o
Game,Trafalgar Park,04/15/2025 17:30:00,VCB 18U Diamondbacks,VCB 18U Mariners,04/15/2025 19:30:00,,0a8b3a9u1mditgl835ipb9hcns
Practice,Trafalgar Park,04/16/2025 17:30:00,VCB 18U Dodgers,,04/16/2025 19:00:00,VCB 18U AA Dodgers fielding practice,4p95gjrpo6inop0jafopiev30k
Practice,Trafalgar Park,04/16/2025 18:30:00,VCB 18U Pirates,,04/16/2025 21:00:00,VCB 18U AA Pirates fielding practice,sp2vkpqp24dgr76evofb6ooghs
